"","Beer_Names","Beer_ID","ABV","IBU","Style","Ounces","Brewery_Name","Brewery_ID","City","State"
"1143","Zonker Stout",617,0.054,36,"Foreign / Export Stout",12,"Snake River Brewing Company",192,"Jackson"," WY"
"1144","OB-1 Organic Ale",407,0.05,22,"English Brown Ale",12,"Snake River Brewing Company",192,"Jackson"," WY"
"1145","Snake River Lager",406,0.05,18,"Vienna Lager",12,"Snake River Brewing Company",192,"Jackson"," WY"
"1146","Snake River Pale Ale",402,0.052,32,"American Pale Ale (APA)",12,"Snake River Brewing Company",192,"Jackson"," WY"
"1147","Pako’s EyePA",393,0.068,60,"American IPA",12,"Snake River Brewing Company",192,"Jackson"," WY"
"1148","Dark Voyage Black IPA (2013)",2227,0.065,80,"American Black Ale",12,"Capital Brewery",193,"Middleton"," WI"
"1149","Wisconsin Amber",2226,0.052,28,"Vienna Lager",12,"Capital Brewery",193,"Middleton"," WI"
"1150","Lake House",2225,0.046,18,"Munich Helles Lager",12,"Capital Brewery",193,"Middleton"," WI"
"1151","Ghost Ship White IPA",1954,0.056,55,"American IPA",12,"Capital Brewery",193,"Middleton"," WI"
"1152","Lake House",1910,0.046,18,"Munich Helles Lager",16,"Capital Brewery",193,"Middleton"," WI"
"1153","Mutiny IPA",1177,0.062,70,"American IPA",12,"Capital Brewery",193,"Middleton"," WI"
"1154","Wisconsin Amber (1998)",840,0.052,NA,"Vienna Lager",12,"Capital Brewery",193,"Middleton"," WI"
"1155","Island Wheat",180,0.042,NA,"American Pale Wheat Ale",12,"Capital Brewery",193,"Middleton"," WI"
"1156","Wisconsin Amber (2013)",63,0.052,NA,"Vienna Lager",12,"Capital Brewery",193,"Middleton"," WI"
"1157","U.S. Pale Ale",62,0.05,NA,"American Pale Ale (APA)",12,"Capital Brewery",193,"Middleton"," WI"
"1158","Supper Club Lager",61,NA,NA,"American Pale Lager",12,"Capital Brewery",193,"Middleton"," WI"
"1159","Golden One",2207,0.068,NA,"Belgian Pale Ale",12,"Anthem Brewing Company",194,"Oklahoma City"," OK"
"1160","Arjuna",2040,0.06,NA,"Witbier",12,"Anthem Brewing Company",194,"Oklahoma City"," OK"
"1161","Uroboros",2039,0.085,NA,"American Stout",12,"Anthem Brewing Company",194,"Oklahoma City"," OK"
"1162","Mountain Rescue Pale Ale",2205,0.055,40,"American Pale Ale (APA)",12,"Goodlife Brewing Co.",195,"Bend"," OR"
"1163","Post Time Kölsch",2204,0.05,NA,"Kölsch",16,"Breakside Brewery",196,"Portland"," OR"
"1164","Goose Island India Pale Ale",2198,0.059,55,"American IPA",12,"Goose Island Brewery Company",197,"Chicago"," IL"
"1165","Couch Select Lager",2196,0.05,14,"American Pale Lager",12,"Burnside Brewing Co.",198,"Portland"," OR"
"1166","Double D Blonde",2195,0.049,20,"American Blonde Ale",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1167","Festeroo Winter Ale",1605,0.078,60,"American Strong Ale",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1168","Proxima IPA",1543,0.063,70,"American IPA",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1169","Double D Blonde (2013)",1390,0.049,20,"American Blonde Ale",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1170","541 American Lager",1354,0.048,13,"American Pale Lager",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1171","Alphadelic IPA",1353,0.065,90,"American IPA",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1172","Alphadelic IPA (2011)",499,0.065,90,"American IPA",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1173","Double D Blonde (2011)",498,0.049,20,"American Blonde Ale",12,"Hop Valley Brewing Company",199,"Springfield"," OR"
"1174","Worthy IPA",2194,0.069,69,"American IPA",12,"Worthy Brewing Company",200,"Bend"," OR"
"1175","Easy Day Kolsch",1514,0.045,25,"Kölsch",12,"Worthy Brewing Company",200,"Bend"," OR"
"1176","Lights Out Vanilla Cream Extra Stout",1513,0.077,30,"American Double / Imperial IPA",12,"Worthy Brewing Company",200,"Bend"," OR"
"1177","Worthy IPA (2013)",1512,0.069,69,"American IPA",12,"Worthy Brewing Company",200,"Bend"," OR"
"1178","Worthy Pale",1511,0.06,50,"American Pale Ale (APA)",12,"Worthy Brewing Company",200,"Bend"," OR"
"1179","Occidental Hefeweizen",2192,0.047,NA,"American Pale Wheat Ale",16,"Occidental Brewing Company",201,"Portland"," OR"
"1180","Occidental Dunkel",1130,0.051,NA,"Dunkelweizen",16,"Occidental Brewing Company",201,"Portland"," OR"
"1181","Occidental Altbier",1129,0.05,NA,"Altbier",16,"Occidental Brewing Company",201,"Portland"," OR"
"1182","Occidental Kölsch",1081,0.045,NA,"Kölsch",16,"Occidental Brewing Company",201,"Portland"," OR"
"1183","Loki Red Ale",2191,0.075,53,"American Amber / Red Ale",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1184","Peaches & Cream",1731,0.046,NA,"Fruit / Vegetable Beer",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1185","Quaff India Style Session Ale",1022,0.051,NA,"American IPA",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1186","Loki Red Ale (2013)",895,0.075,53,"American Amber / Red Ale",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1187","Mjolnir Imperial IPA",682,0.069,NA,"American Double / Imperial IPA",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1188","Fearless Scottish Ale",112,0.05,NA,"Scottish Ale",16,"Fearless Brewing Company",202,"Estacada"," OR"
"1189","Campside Session IPA",2190,0.045,50,"American IPA",16,"Upland Brewing Company",203,"Bloomington"," IN"
"1190","Upland Wheat Ale",1951,0.045,15,"Witbier",16,"Upland Brewing Company",203,"Bloomington"," IN"
"1191","Dragonfly IPA",1950,0.06,NA,"American IPA",16,"Upland Brewing Company",203,"Bloomington"," IN"
"1192","Tsunami IPA",2186,0.072,75,"American IPA",19.2,"Mehana Brewing Co.",204,"Hilo"," HI"
"1193","Tsunami IPA",2185,0.072,75,"American IPA",12,"Mehana Brewing Co.",204,"Hilo"," HI"
"1194","Humpback Blonde Ale",2184,0.042,22,"American Blonde Ale",12,"Mehana Brewing Co.",204,"Hilo"," HI"
"1195","Hawaiian Crow Porter",2178,0.052,27,"American Porter",12,"Mehana Brewing Co.",204,"Hilo"," HI"
"1196","Volcano Red Ale",2177,0.052,23,"American Amber / Red Ale",12,"Mehana Brewing Co.",204,"Hilo"," HI"
"1197","Mauna Kea Pale Ale",2176,0.054,42,"American Pale Ale (APA)",12,"Mehana Brewing Co.",204,"Hilo"," HI"
"1198","Kaua'i Golden Ale",2183,0.049,NA,"American Blonde Ale",12,"Hawai'i Nui Brewing Co.",205,"Hilo"," HI"
"1199","Sunset Amber",2182,0.054,NA,"American Pale Ale (APA)",12,"Hawai'i Nui Brewing Co.",205,"Hilo"," HI"
"1200","Hapa Brown Ale",2181,0.064,NA,"American Brown Ale",19.2,"Hawai'i Nui Brewing Co.",205,"Hilo"," HI"
"1201","Hapa Brown Ale",2180,0.064,NA,"American Brown Ale",12,"Hawai'i Nui Brewing Co.",205,"Hilo"," HI"
"1202","Southern Cross",2179,0.083,NA,"Flanders Red Ale",19.2,"Hawai'i Nui Brewing Co.",205,"Hilo"," HI"
"1203","Mound Builder IPA",2175,0.065,77,"American IPA",12,"People's Brewing Company",206,"Lafayette"," IN"
"1204","Amazon Princess IPA",2168,0.062,62,"American IPA",12,"People's Brewing Company",206,"Lafayette"," IN"
"1205","Farmer's Daughter Wheat",1956,0.042,NA,"American Pale Wheat Ale",12,"People's Brewing Company",206,"Lafayette"," IN"
"1206","People's Pilsner",1794,0.045,NA,"German Pilsener",12,"People's Brewing Company",206,"Lafayette"," IN"
"1207","Quick WIT",2172,0.052,NA,"Belgian Pale Ale",12,"Fort George Brewery",207,"Astoria"," OR"
"1208","The Optimist",2171,0.062,NA,"American IPA",12,"Fort George Brewery",207,"Astoria"," OR"
"1209","Suicide Squeeze IPA",1911,0.045,NA,"American IPA",16,"Fort George Brewery",207,"Astoria"," OR"
"1210","Java the Hop",1803,0.065,NA,"American IPA",16,"Fort George Brewery",207,"Astoria"," OR"
"1211","Next Adventure Black IPA",1566,0.062,NA,"American Black Ale",16,"Fort George Brewery",207,"Astoria"," OR"
"1212","3-Way IPA (2013)",1515,0.067,NA,"American IPA",16,"Fort George Brewery",207,"Astoria"," OR"
"1213","Tender Loving Empire NWPA",1214,0.058,NA,"American Pale Ale (APA)",16,"Fort George Brewery",207,"Astoria"," OR"
"1214","Quick Wit Belgianesque Ale",674,0.052,NA,"Witbier",16,"Fort George Brewery",207,"Astoria"," OR"
"1215","Sunrise Oatmeal Pale Ale",562,0.055,NA,"American Pale Ale (APA)",16,"Fort George Brewery",207,"Astoria"," OR"
"1216","Cavatica Stout",552,0.088,NA,"American Double / Imperial Stout",16,"Fort George Brewery",207,"Astoria"," OR"
"1217","1811 Lager",319,0.051,NA,"American Amber / Red Lager",16,"Fort George Brewery",207,"Astoria"," OR"
"1218","Vortex IPA",318,0.074,97,"American IPA",16,"Fort George Brewery",207,"Astoria"," OR"
"1219","Evil Owl",2167,0.052,40,"American Amber / Red Ale",12,"Branchline Brewing Company",208,"San Antonio"," TX"
"1220","Sucha Much IPA",2163,0.071,NA,"American IPA",12,"Kalona Brewing Company",209,"Kalona"," IA"
"1221","Lewbricator Wheat Dopplebock ",2162,0.075,24,"Doppelbock",12,"Kalona Brewing Company",209,"Kalona"," IA"
"1222","City of the Sun",2159,0.075,85,"American IPA",16,"Modern Times Beer",210,"San Diego"," CA"
"1223","Booming Rollers",2157,0.068,75,"American IPA",16,"Modern Times Beer",210,"San Diego"," CA"
"1224","Oneida",2156,0.052,50,"American Pale Ale (APA)",16,"Modern Times Beer",210,"San Diego"," CA"
"1225","Aurora ",2154,0.067,75,"American Amber / Red Ale",16,"Modern Times Beer",210,"San Diego"," CA"
"1226","Lomaland",1495,0.055,30,"Saison / Farmhouse Ale",16,"Modern Times Beer",210,"San Diego"," CA"
"1227","Fortunate Islands",1494,0.047,46,"American Pale Wheat Ale",16,"Modern Times Beer",210,"San Diego"," CA"
"1228","Black House",1493,0.058,40,"American Stout",16,"Modern Times Beer",210,"San Diego"," CA"
"1229","Blazing World",1492,0.065,115,"American Amber / Red Ale",16,"Modern Times Beer",210,"San Diego"," CA"
"1230","Smittytown",2155,0.048,NA,"Extra Special / Strong Bitter (ESB)",12,"Temperance Beer Company",211,"Evanston"," IL"
"1231","Greenwood Beach",1982,0.04,NA,"Fruit / Vegetable Beer",12,"Temperance Beer Company",211,"Evanston"," IL"
"1232","Gatecrasher",1939,0.066,NA,"English India Pale Ale (IPA)",12,"Temperance Beer Company",211,"Evanston"," IL"
"1233","#001 Golden Amber Lager",2149,0.055,NA,"American Amber / Red Lager",12,"Wisconsin Brewing Company",212,"Verona"," WI"
"1234","#002 American I.P.A.",2148,0.071,60,"American IPA",12,"Wisconsin Brewing Company",212,"Verona"," WI"
"1235","#003 Brown & Robust Porter",2147,0.052,NA,"American Porter",12,"Wisconsin Brewing Company",212,"Verona"," WI"
"1236","#004 Session I.P.A.",2146,0.048,38,"American IPA",12,"Wisconsin Brewing Company",212,"Verona"," WI"
"1237","Red Water Irish Style Red",2145,0.065,NA,"American Amber / Red Ale",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1238","Mjöllnir",1804,0.066,NA,"Herbed / Spiced Beer",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1239","Bear Butte Nut Brown Ale",1602,0.055,NA,"American Brown Ale",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1240","Easy Livin' Summer Ale",1301,0.045,NA,"American Blonde Ale",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1241","Canyon Cream Ale",542,0.055,NA,"Cream Ale",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1242","Pile O'Dirt Porter",272,0.069,NA,"American Porter",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1243","11th Hour IPA",271,0.06,NA,"American IPA",12,"Crow Peak Brewing Company",213,"Spearfish"," SD"
"1244","Monarch Classic American Wheat",2129,0.043,21,"American Pale Wheat Ale",12,"Grapevine Craft Brewery",214,"Farmers Branch"," TX"
"1245","Sir William's English Brown Ale",2127,0.049,21,"English Brown Ale",12,"Grapevine Craft Brewery",214,"Farmers Branch"," TX"
"1246","Lakefire Rye Pale Ale",2126,0.055,35,"American Pale Ale (APA)",12,"Grapevine Craft Brewery",214,"Farmers Branch"," TX"
"1247","1836",2125,0.06,40,"American Blonde Ale",12,"Buffalo Bayou Brewing Company",215,"Houston"," TX"
"1248","Summer's Wit",2124,0.06,20,"Witbier",12,"Buffalo Bayou Brewing Company",215,"Houston"," TX"
"1249","More Cowbell",2123,0.09,118,"American Double / Imperial IPA",16,"Buffalo Bayou Brewing Company",215,"Houston"," TX"
"1250","First Stand",2119,0.055,35,"Saison / Farmhouse Ale",12,"Texian Brewing Co.",216,"Richmond"," TX"
"1251","Battle LIne",2118,0.063,23,"American Brown Ale",12,"Texian Brewing Co.",216,"Richmond"," TX"
"1252","Broken Bridge",2117,0.056,12,"Dunkelweizen",12,"Texian Brewing Co.",216,"Richmond"," TX"
"1253","Brutus",2116,0.071,69,"English India Pale Ale (IPA)",12,"Texian Brewing Co.",216,"Richmond"," TX"
"1254","Lyric Ale",2113,0.065,NA,"Saison / Farmhouse Ale",12,"Orpheus Brewing",217,"Atlanta"," GA"
"1255","Atalanta",2112,0.053,NA,"Saison / Farmhouse Ale",12,"Orpheus Brewing",217,"Atlanta"," GA"
"1256","What the Butler Saw",2111,0.05,18,"Witbier",12,"Forgotten Boardwalk",218,"Cherry Hill"," NJ"
"1257","1916 Shore Shiver",2110,0.069,65,"American IPA",12,"Forgotten Boardwalk",218,"Cherry Hill"," NJ"
"1258","Laughing Dog Cream Ale",2108,0.05,12,"Cream Ale",12,"Laughing Dog Brewing Company",219,"Ponderay"," ID"
"1259","Two-One Niner",1397,0.048,9,"American Pilsner",12,"Laughing Dog Brewing Company",219,"Ponderay"," ID"
"1260","Laughing Dog IPA",1396,0.064,66,"American IPA",12,"Laughing Dog Brewing Company",219,"Ponderay"," ID"
"1261","Plum St. Porter",2107,0.06,52,"American Porter",12,"Bozeman Brewing Company",220,"Bozeman"," MT"
"1262","Plum St. Porter",1573,0.057,52,"American Porter",12,"Bozeman Brewing Company",220,"Bozeman"," MT"
"1263","Bozone HopZone IPA",1289,0.07,80,"American IPA",12,"Bozeman Brewing Company",220,"Bozeman"," MT"
"1264","Bozone Hefe Weizen",1288,0.06,25,"Hefeweizen",12,"Bozeman Brewing Company",220,"Bozeman"," MT"
"1265","Bozone Select Amber Ale",470,0.055,NA,"American Amber / Red Ale",12,"Bozeman Brewing Company",220,"Bozeman"," MT"
"1266","Aprè Shred",2104,0.081,17,"American Strong Ale",16,"Big Choice Brewing",221,"Broomfield"," CO"
"1267","Hemlock Double IPA",1762,0.095,104,"American Double / Imperial IPA",12,"Big Choice Brewing",221,"Broomfield"," CO"
"1268","West Portal Colorado Common Summer Ale",1422,0.041,NA,"California Common / Steam Beer",16,"Big Choice Brewing",221,"Broomfield"," CO"
"1269","Disconnected Red",1067,0.067,85,"American Amber / Red Ale",16,"Big Choice Brewing",221,"Broomfield"," CO"
"1270","Arcus IPA",2096,0.069,81,"American IPA",12,"Big Storm Brewing Company",222,"Odessa"," FL"
"1271","Wavemaker",2095,0.058,38,"American Amber / Red Ale",12,"Big Storm Brewing Company",222,"Odessa"," FL"
"1272","Epitome",2094,0.099,100,"American Black Ale",16,"Carton Brewing Company",223,"Atlantic Highlands"," NJ"
"1273","Monkey Chased the Weasel",1941,0.039,9,"Berliner Weissbier",16,"Carton Brewing Company",223,"Atlantic Highlands"," NJ"
"1274","077XX",1940,0.078,80,"American Double / Imperial IPA",16,"Carton Brewing Company",223,"Atlantic Highlands"," NJ"
"1275","Boat Beer",1439,0.042,35,"American IPA",12,"Carton Brewing Company",223,"Atlantic Highlands"," NJ"
"1276","Pleasure Town",2093,0.063,61,"American IPA",12,"Midnight Sun Brewing Company",224,"Anchorage"," AK"
"1277","Pleasure Town IPA",1814,0.063,61,"American IPA",12,"Midnight Sun Brewing Company",224,"Anchorage"," AK"
"1278","Snowshoe White Ale",587,0.048,12,"Witbier",12,"Midnight Sun Brewing Company",224,"Anchorage"," AK"
"1279","Kodiak Brown Ale",586,0.05,24,"American Brown Ale",12,"Midnight Sun Brewing Company",224,"Anchorage"," AK"
"1280","Sockeye Red IPA",434,0.057,70,"American IPA",12,"Midnight Sun Brewing Company",224,"Anchorage"," AK"
"1281","Trail Head",2089,0.063,55,"American Pale Ale (APA)",12,"Fat Head's Brewery",225,"Middleburg Heights"," OH"
"1282","Hop Stalker Fresh Hop IPA",2088,0.07,80,"American IPA",16,"Fat Head's Brewery",225,"Middleburg Heights"," OH"
"1283","Blood Orange Wit",2087,0.05,16,"Witbier",16,"Refuge Brewery",226,"Temecula"," CA"
"1284","8 Barrel",2080,0.08,69,"American Strong Ale",16,"Chatham Brewing",227,"Chatham"," NY"
"1285","Oktoberfest",2079,0.055,40,"Märzen / Oktoberfest",16,"Chatham Brewing",227,"Chatham"," NY"
"1286","Stone of Arbroath",2078,0.08,NA,"Scotch Ale / Wee Heavy",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1287","The Tradition",1809,0.05,15,"American Blonde Ale",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1288","El Hefe Speaks",1263,0.053,11,"Hefeweizen",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1289","Penn Quarter Porter",1092,0.055,NA,"American Porter",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1290","On the Wings of Armageddon",851,0.092,115,"American Double / Imperial IPA",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1291","The Corruption",186,0.065,80,"American IPA",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1292","The Citizen",185,0.07,NA,"Belgian Pale Ale",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1293","The Public",184,0.06,NA,"American Pale Ale (APA)",12,"DC Brau Brewing Company",228,"Washington"," DC"
"1294","No Wake IPA",2077,0.072,50,"American IPA",12,"Geneva Lake Brewing Company",229,"Lake Geneva"," WI"
"1295","Boathouse Blonde",2076,0.049,15,"American Blonde Ale",12,"Geneva Lake Brewing Company",229,"Lake Geneva"," WI"
"1296","Cedar Point",2075,0.05,26,"American Amber / Red Ale",12,"Geneva Lake Brewing Company",229,"Lake Geneva"," WI"
"1297","Pine Knob Pilsner",2074,0.053,NA,"Czech Pilsener",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1298","Cal and Co. Black Cherry Porter",1724,NA,NA,"American Porter",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1299","Lazy Daze Lager",1280,0.055,NA,"American Adjunct Lager",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1300","Rochester Red Ale",899,0.059,NA,"American Amber / Red Ale",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1301","Milkshake Stout",363,0.05,NA,"Milk / Sweet Stout",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1302","Cornerstone IPA",158,0.07,NA,"American IPA",16,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1303","Lazy Daze Lager",97,0.055,NA,"American Adjunct Lager",12,"Rochester Mills Brewing Company",230,"Rochester"," MI"
"1304","Imperial Pumpkin Stout",2068,0.099,43,"Pumpkin Ale",16,"Cape Ann Brewing Company",231,"Gloucester"," MA"
"1305","Dead-Eye DIPA",2067,0.09,130,"American Double / Imperial IPA",16,"Cape Ann Brewing Company",231,"Gloucester"," MA"
"1306","Fisherman's IPA",2066,0.055,64,"American IPA",12,"Cape Ann Brewing Company",231,"Gloucester"," MA"
"1307","Fisherman's Pils",2065,0.054,35,"German Pilsener",12,"Cape Ann Brewing Company",231,"Gloucester"," MA"
"1308","Fisherman's Brew",2064,0.055,30,"American Amber / Red Ale",12,"Cape Ann Brewing Company",231,"Gloucester"," MA"
"1309","Noche Dulce",2062,0.071,16,"American Porter",16,"Borderlands Brewing Company",232,"Tucson"," AZ"
"1310","Big Blue Van",2061,0.058,NA,"Fruit / Vegetable Beer",16,"College Street Brewhouse and Pub",233,"Lake Havasu City"," AZ"
"1311","Weize Guy",2060,0.05,15,"Hefeweizen",12,"Joseph James Brewing Company",234,"Henderson"," NV"
"1312","Fox Tail Gluten Free Ale",469,0.05,50,"American Pale Ale (APA)",12,"Joseph James Brewing Company",234,"Henderson"," NV"
"1313","Hop Box Imperial IPA",468,0.093,90,"American Double / Imperial IPA",12,"Joseph James Brewing Company",234,"Henderson"," NV"
"1314","Joseph James American Lager",467,0.052,15,"American Adjunct Lager",12,"Joseph James Brewing Company",234,"Henderson"," NV"
"1315","UFO Gingerland",2059,0.052,15,"Herbed / Spiced Beer",12,"Harpoon Brewery",235,"Boston"," MA"
"1316","The Long Thaw White IPA",1653,0.062,45,"American White IPA",12,"Harpoon Brewery",235,"Boston"," MA"
"1317","Honey Cider",1558,0.048,NA,"Cider",12,"Harpoon Brewery",235,"Boston"," MA"
"1318","Harpoon Summer Beer",1380,0.05,28,"Kölsch",12,"Harpoon Brewery",235,"Boston"," MA"
"1319","Harpoon IPA",1379,0.059,42,"American IPA",12,"Harpoon Brewery",235,"Boston"," MA"
"1320","UFO Pumpkin",1340,0.059,20,"Pumpkin Ale",12,"Harpoon Brewery",235,"Boston"," MA"
"1321","Harpoon Octoberfest",1313,0.055,30,"Märzen / Oktoberfest",12,"Harpoon Brewery",235,"Boston"," MA"
"1322","Harpoon IPA (2012)",770,0.059,42,"American IPA",12,"Harpoon Brewery",235,"Boston"," MA"
"1323","Harpoon Summer Beer (2012)",769,0.05,28,"Kölsch",12,"Harpoon Brewery",235,"Boston"," MA"
"1324","UFO White",610,0.048,10,"American Pale Wheat Ale",12,"Harpoon Brewery",235,"Boston"," MA"
"1325","Harpoon Summer Beer (2010)",192,0.05,28,"Kölsch",12,"Harpoon Brewery",235,"Boston"," MA"
"1326","Harpoon IPA (2010)",126,0.059,42,"American IPA",12,"Harpoon Brewery",235,"Boston"," MA"
"1327","Palate Mallet",2058,0.086,NA,"American Double / Imperial IPA",12,"Back East Brewing Company",236,"Bloomfield"," CT"
"1328","Back East Porter",1483,0.06,NA,"American Porter",12,"Back East Brewing Company",236,"Bloomfield"," CT"
"1329","Back East Golden Ale",1426,0.049,NA,"American Blonde Ale",12,"Back East Brewing Company",236,"Bloomfield"," CT"
"1330","Misty Mountain IPA",1132,0.07,NA,"American IPA",12,"Back East Brewing Company",236,"Bloomfield"," CT"
"1331","Back East Ale",1131,0.05,NA,"American Amber / Red Ale",12,"Back East Brewing Company",236,"Bloomfield"," CT"
"1332","Stickin' In My Rye",2057,0.07,NA,"Rye Beer",24,"Champion Brewing Company",237,"Charlottesville"," VA"
"1333","Black Me Stout",2056,0.06,45,"American Stout",12,"Champion Brewing Company",237,"Charlottesville"," VA"
"1334","Killer Kolsch",2055,0.05,22,"Kölsch",12,"Champion Brewing Company",237,"Charlottesville"," VA"
"1335","Missile IPA",1933,0.07,65,"American IPA",12,"Champion Brewing Company",237,"Charlottesville"," VA"
"1336","Bravo Four Point",2051,0.044,45,"American Pale Ale (APA)",12,"Devil's Backbone Brewing Company",238,"Lexington"," VA"
"1337","Striped Bass Pale Ale",1201,0.052,26,"American Pale Ale (APA)",12,"Devil's Backbone Brewing Company",238,"Lexington"," VA"
"1338","Cream Ale",2050,0.042,35,"Cream Ale",12,"Newburgh Brewing Company",239,"Newburgh"," NY"
"1339","Tarasque",2047,0.059,NA,"Saison / Farmhouse Ale",12,"Wiseacre Brewing Company",240,"Memphis"," TN"
"1340","Ananda India Pale Ale",1470,0.062,61,"American IPA",12,"Wiseacre Brewing Company",240,"Memphis"," TN"
"1341","Tiny Bomb",1469,0.045,23,"American Pilsner",12,"Wiseacre Brewing Company",240,"Memphis"," TN"
"1342","Might As Well IPL",2045,0.072,75,"American Pale Lager",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1343","Saison Pamplemousse",1960,0.058,35,"Saison / Farmhouse Ale",12,"Golden Road Brewing",241,"Los Angeles"," CA"
"1344","2020 IPA",1777,0.074,74,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1345","Wolf Among Weeds IPA",1698,0.08,70,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1346","Better Weather IPA",1641,0.094,92,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1347","Point the Way IPA",1490,0.059,60,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1348","Golden Road Hefeweizen",1489,0.046,15,"Hefeweizen",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1349","Heal the Bay IPA",1399,0.068,65,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1350","Point the Way IPA",1296,0.059,60,"American IPA",12,"Golden Road Brewing",241,"Los Angeles"," CA"
"1351","Cabrillo Kölsch",1034,0.05,NA,"Kölsch",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1352","Get Up Offa That Brown",991,0.055,20,"American Brown Ale",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1353","Burning Bush Smoked IPA",750,0.08,70,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1354","Wolf Among Weeds IPA (2012)",749,0.08,70,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1355","Point the Way IPA (2012)",549,0.059,60,"American IPA",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1356","Golden Road Hefeweizen (2012)",548,0.046,15,"Hefeweizen",16,"Golden Road Brewing",241,"Los Angeles"," CA"
"1357","Skylight",2043,0.056,20,"Dunkelweizen",12,"New Republic Brewing Company",242,"College Station"," TX"
"1358","Kadigan",2042,0.056,30,"American Blonde Ale",12,"New Republic Brewing Company",242,"College Station"," TX"
"1359","Dammit Jim!",2041,0.052,50,"American Amber / Red Ale",12,"New Republic Brewing Company",242,"College Station"," TX"
"1360","Infamous IPA",2038,0.07,75,"American IPA",12,"Infamous Brewing Company",243,"Austin"," TX"
"1361","Hijack",1774,0.055,20,"Cream Ale",12,"Infamous Brewing Company",243,"Austin"," TX"
"1362","The Gilded Age",2037,0.045,NA,"Munich Helles Lager",12,"Two Henrys Brewing Company",244,"Plant City"," FL"
"1363","Getaway",2036,0.052,30,"German Pilsener",16,"Lift Bridge Brewing Company",245,"Stillwater"," MN"
"1364","Farm Girl Saison",1168,0.06,30,"Saison / Farmhouse Ale",16,"Lift Bridge Brewing Company",245,"Stillwater"," MN"
"1365","Pub Ale",2033,0.038,18,"English Dark Mild Ale",12,"Lucky Town Brewing Company",246,"Jackson"," MS"
"1366","Ballistic Blonde",2032,0.051,31,"Belgian Pale Ale",12,"Lucky Town Brewing Company",246,"Jackson"," MS"
"1367","Golden Fleece",2031,0.045,35,"Belgian Pale Ale",12,"Quest Brewing Company",247,"Greenville"," SC"
"1368","Smoking Mirror",2030,0.055,30,"American Porter",12,"Quest Brewing Company",247,"Greenville"," SC"
"1369","Tropicalia",2029,0.065,65,"American IPA",12,"Creature Comforts",248,"Athens"," GA"
"1370","Athena",2028,0.045,NA,"Berliner Weissbier",12,"Creature Comforts",248,"Athens"," GA"
"1371","Pursuit",2026,0.07,40,"American IPA",12,"Half Full Brewery",249,"Stamford"," CT"
"1372","Half Full Bright Ale",1361,0.052,18,"American Blonde Ale",12,"Half Full Brewery",249,"Stamford"," CT"
"1373","Montauk Light",2024,0.035,NA,"Light Lager",12,"Southampton Publick House",250,"Southampton"," NY"
