"","X","Brewery_ID","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State"
"227",227,30,"Special Release",2210,NA,NA,"",16,"Cedar Creek Brewery","Seven Points"," TX"
"228",228,30,"Dankosaurus",2052,0.068,70,"American IPA",16,"Cedar Creek Brewery","Seven Points"," TX"
"229",229,30,"Scruffy's Smoked Alt",1584,0.051,35,"Smoked Beer",16,"Cedar Creek Brewery","Seven Points"," TX"
"230",230,30,"Elliott's Phoned Home Pale Ale",1182,0.051,36,"American Pale Ale (APA)",16,"Cedar Creek Brewery","Seven Points"," TX"
"231",231,30,"The Lawn Ranger",1050,0.05,18,"Cream Ale",16,"Cedar Creek Brewery","Seven Points"," TX"
"232",232,31,"Sex Panther",2599,0.069,20,"American Porter",12,"SanTan Brewing Company","Chandler"," AZ"
"233",233,31,"Winter Warmer (Vault Series)",2073,0.095,25,"Winter Warmer",16,"SanTan Brewing Company","Chandler"," AZ"
"234",234,31,"Count Hopula (Vault Series)",2063,0.091,99,"American Double / Imperial IPA",16,"SanTan Brewing Company","Chandler"," AZ"
"235",235,31,"Oktoberfest",1995,0.055,NA,"Märzen / Oktoberfest",12,"SanTan Brewing Company","Chandler"," AZ"
"236",236,31,"SunSpot Golden Ale",1934,0.05,15,"American Blonde Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"237",237,31,"I.W.A. (2011)",1329,0.06,NA,"American Pale Wheat Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"238",238,31,"Supermonk I.P.A.",1299,0.065,NA,"Belgian IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"239",239,31,"Epicenter Amber Ale",1073,0.055,20,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"240",240,31,"SanTan HefeWeizen",1072,0.05,15,"Hefeweizen",12,"SanTan Brewing Company","Chandler"," AZ"
"241",241,31,"Hop Shock IPA",1071,0.07,85,"American IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"242",242,31,"Sex Panther (2014)",852,0.069,20,"American Porter",12,"SanTan Brewing Company","Chandler"," AZ"
"243",243,31,"Devil’s Ale",850,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"244",244,31,"Rail Slide Imperial Spiced Ale",839,0.081,NA,"Herbed / Spiced Beer",12,"SanTan Brewing Company","Chandler"," AZ"
"245",245,31,"Mr. Pineapple",777,0.05,20,"Fruit / Vegetable Beer",12,"SanTan Brewing Company","Chandler"," AZ"
"246",246,31,"American Idiot Ale (2012)",764,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"247",247,31,"Hop Shock IPA (2010)",317,0.07,85,"American IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"248",248,31,"SanTan HefeWeizen (2010)",286,0.05,15,"Hefeweizen",12,"SanTan Brewing Company","Chandler"," AZ"
"249",249,31,"Devil’s Ale (2010)",285,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler"," AZ"
"250",250,31,"Epicenter Amber Ale (2010)",124,0.055,20,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"251",251,32,"Heavy Lifting",2596,0.062,80,"American IPA",12,"Boulevard Brewing Company","Kansas City"," MO"
"252",252,33,"Bastian",2595,NA,NA,"American Strong Ale",12,"James Page Brewing Company","Stevens Point"," WI"
"253",253,33,"Healani",2480,0.045,NA,"Hefeweizen",12,"James Page Brewing Company","Stevens Point"," WI"
"254",254,33,"Yabba Dhaba Chai Tea Porter",1525,0.055,NA,"American Porter",12,"James Page Brewing Company","Stevens Point"," WI"
"255",255,33,"A Capella Gluten Free Pale Ale",1524,0.055,NA,"American Pale Ale (APA)",12,"James Page Brewing Company","Stevens Point"," WI"
"256",256,33,"Casper White Stout",1523,0.06,NA,"American Blonde Ale",12,"James Page Brewing Company","Stevens Point"," WI"
"257",257,33,"JP's Ould Sod Irish Red IPA",1254,0.06,NA,"American IPA",12,"James Page Brewing Company","Stevens Point"," WI"
"258",258,34,"Surfrider",2594,0.052,35,"American Pale Ale (APA)",16,"The Dudes' Brewing Company","Torrance"," CA"
"259",259,34,"Kolschtal Eddy",2035,0.055,NA,"Kölsch",16,"The Dudes' Brewing Company","Torrance"," CA"
"260",260,34,"South Bay Session IPA",2034,0.05,NA,"American IPA",16,"The Dudes' Brewing Company","Torrance"," CA"
"261",261,34,"Grandma's Pecan",1562,0.069,34,"English Brown Ale",16,"The Dudes' Brewing Company","Torrance"," CA"
"262",262,34,"Double Trunk",1561,0.099,101,"American Double / Imperial IPA",16,"The Dudes' Brewing Company","Torrance"," CA"
"263",263,35,"Grapefruit Sculpin",2593,0.07,NA,"American IPA",12,"Ballast Point Brewing Company","San Diego"," CA"
"264",264,35,"Even Keel",2105,0.038,40,"American IPA",12,"Ballast Point Brewing Company","San Diego"," CA"
"265",265,35,"Ballast Point Pale Ale",1401,0.052,23,"Kölsch",12,"Ballast Point Brewing Company","San Diego"," CA"
"266",266,35,"Big Eye India Pale Ale",1400,0.07,75,"American IPA",12,"Ballast Point Brewing Company","San Diego"," CA"
"267",267,35,"Longfin Lager",1019,0.046,NA,"Munich Helles Lager",12,"Ballast Point Brewing Company","San Diego"," CA"
"268",268,35,"Sculpin IPA",1018,0.07,70,"American IPA",12,"Ballast Point Brewing Company","San Diego"," CA"
"269",269,36,"Liberty Ale",2592,0.059,NA,"American IPA",12,"Anchor Brewing Company","San Francisco"," CA"
"270",270,36,"IPA",2578,0.065,NA,"American IPA",12,"Anchor Brewing Company","San Francisco"," CA"
"271",271,36,"Summer Wheat",2577,0.045,NA,"American Pale Wheat Ale",12,"Anchor Brewing Company","San Francisco"," CA"
"272",272,36,"California Lager",2103,0.049,NA,"American Amber / Red Lager",12,"Anchor Brewing Company","San Francisco"," CA"
"273",273,36,"Brotherhood Steam",2102,0.056,NA,"California Common / Steam Beer",12,"Anchor Brewing Company","San Francisco"," CA"
"274",274,37,"Weiss Weiss Baby",2591,0.045,NA,"Kristalweizen",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"275",275,37,"Czech Yo Self",2590,0.055,45,"Czech Pilsener",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"276",276,37,"FMB 101",1968,0.048,20,"Kölsch",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"277",277,38,"Raja",2589,0.08,NA,"American Double / Imperial IPA",12,"Avery Brewing Company","Boulder"," CO"
"278",278,38,"Perzik Saison",2546,0.064,NA,"Saison / Farmhouse Ale",12,"Avery Brewing Company","Boulder"," CO"
"279",279,38,"Avery Joe’s Premium American Pilsner",146,0.047,42,"German Pilsener",12,"Avery Brewing Company","Boulder"," CO"
"280",280,38,"White Rascal",108,0.056,10,"Witbier",12,"Avery Brewing Company","Boulder"," CO"
"281",281,38,"Avery India Pale Ale",107,0.063,69,"American IPA",12,"Avery Brewing Company","Boulder"," CO"
"282",282,38,"Ellie’s Brown Ale",106,0.055,17,"American Brown Ale",12,"Avery Brewing Company","Boulder"," CO"
"283",283,39,"Cow Creek",2588,0.054,26,"American Amber / Red Lager",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"284",284,39,"Chupahopra",2458,0.075,63,"American IPA",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"285",285,39,"Twisted X",2212,0.051,19,"American Adjunct Lager",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"286",286,40,"Vanilla Porter",2587,0.07,11,"American Porter",16,"Gonzo's BiggDogg Brewing","Kalamazoo"," MI"
"287",287,41,"Blueberry Blonde",2586,0.06,NA,"Fruit / Vegetable Beer",12,"Big Muddy Brewing","Murphysboro"," IL"
"288",288,41,"Galaxy IPA",2585,0.075,60,"American IPA",16,"Big Muddy Brewing","Murphysboro"," IL"
"289",289,42,"Gose",2584,0.046,8,"Gose",16,"Lost Nation Brewing","East Fairfield"," VT"
"290",290,42,"Vermont Pilsner",2583,0.048,20,"German Pilsener",16,"Lost Nation Brewing","East Fairfield"," VT"
"291",291,42,"Mosaic Single Hop IPA",2582,0.055,NA,"American IPA",16,"Lost Nation Brewing","East Fairfield"," VT"
"292",292,42,"Lost Galaxy",2581,0.045,NA,"American IPA",16,"Lost Nation Brewing","East Fairfield"," VT"
"293",293,43,"Gose",2580,0.035,NA,"Gose",16,"Rising Tide Brewing Company","Portland"," ME"
"294",294,43,"Maine Island Trail Ale",1807,0.043,NA,"American Pale Ale (APA)",16,"Rising Tide Brewing Company","Portland"," ME"
"295",295,44,"Jah Mon",2579,0.05,100,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"296",296,44,"Oktoberfest",2373,0.062,NA,"Märzen / Oktoberfest",12,"Rivertowne Brewing Company","Export"," PA"
"297",297,44,"Headless Wylie",2049,0.08,NA,"Pumpkin Ale",12,"Rivertowne Brewing Company","Export"," PA"
"298",298,44,"Dayman IPA",2048,0.05,NA,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"299",299,44,"All Aboard! Anniversary Stout",1880,0.071,NA,"Oatmeal Stout",12,"Rivertowne Brewing Company","Export"," PA"
"300",300,44,"Hop Lace",1879,0.062,NA,"American White IPA",12,"Rivertowne Brewing Company","Export"," PA"
"301",301,44,"OH-PA Session Pale Ale",1878,0.048,NA,"American Pale Ale (APA)",12,"Rivertowne Brewing Company","Export"," PA"
"302",302,44,"Patrick's Poison",1877,0.08,NA,"American Amber / Red Ale",12,"Rivertowne Brewing Company","Export"," PA"
"303",303,44,"Rudolph's Red",1764,0.081,NA,"American Amber / Red Ale",12,"Rivertowne Brewing Company","Export"," PA"
"304",304,44,"Babbling Blonde",1103,0.053,NA,"American Blonde Ale",12,"Rivertowne Brewing Company","Export"," PA"
"305",305,44,"Maxwell's Scottish Ale",1102,0.051,NA,"Scottish Ale",12,"Rivertowne Brewing Company","Export"," PA"
"306",306,44,"Grateful White",1101,0.061,NA,"Witbier",12,"Rivertowne Brewing Company","Export"," PA"
"307",307,44,"RT Lager",1100,0.055,NA,"American Amber / Red Lager",12,"Rivertowne Brewing Company","Export"," PA"
"308",308,44,"Old Wylie's IPA",1099,0.062,NA,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"309",309,44,"Hala Kahiki Pineapple Beer",1098,0.048,NA,"Fruit / Vegetable Beer",12,"Rivertowne Brewing Company","Export"," PA"
"310",310,45,"Fist City",2576,0.055,40,"American Pale Ale (APA)",12,"Revolution Brewing Company","Chicago"," IL"
"311",311,45,"A Little Crazy",1133,0.068,NA,"Belgian Pale Ale",12,"Revolution Brewing Company","Chicago"," IL"
"312",312,45,"Rosa Hibiscus Ale",609,0.058,15,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago"," IL"
"313",313,45,"Fistmas Ale",418,0.061,31,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago"," IL"
"314",314,45,"Oktoberfest Revolution",417,0.057,25,"Märzen / Oktoberfest",12,"Revolution Brewing Company","Chicago"," IL"
"315",315,45,"Eugene Porter",416,0.068,28,"American Porter",12,"Revolution Brewing Company","Chicago"," IL"
"316",316,45,"Anti-Hero IPA",415,0.065,70,"American IPA",12,"Revolution Brewing Company","Chicago"," IL"
"317",317,45,"Bottom Up Belgian Wit",414,0.05,14,"Witbier",12,"Revolution Brewing Company","Chicago"," IL"
"318",318,46,"Wooden Rooster",2575,0.085,34,"Tripel",16.9,"Tallgrass Brewing Company","Manhattan"," KS"
"319",319,46,"Ginger Peach Saison",2555,0.048,20,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"320",320,46,"Zombie Monkie",1736,0.062,35,"American Porter",16,"Tallgrass Brewing Company","Manhattan"," KS"
"321",321,46,"Wild Plum Farmhouse Ale",1196,0.056,20,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"322",322,46,"Vanilla Bean Buffalo Sweat",1063,0.05,20,"Oatmeal Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"323",323,46,"Ethos IPA",1017,0.068,110,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"324",324,46,"Tallgrass Pub Ale",1009,0.044,12,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"325",325,46,"Oasis",912,0.072,93,"Extra Special / Strong Bitter (ESB)",16,"Tallgrass Brewing Company","Manhattan"," KS"
"326",326,46,"Buffalo Sweat",765,0.05,20,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"327",327,46,"Halcyon Unfiltered Wheat",676,0.05,20,"American Pale Wheat Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"328",328,46,"8-Bit Pale Ale",595,0.052,NA,"American Pale Ale (APA)",16,"Tallgrass Brewing Company","Manhattan"," KS"
"329",329,46,"Velvet Rooster",537,0.085,NA,"Tripel",16,"Tallgrass Brewing Company","Manhattan"," KS"
"330",330,46,"Halcyon Unfiltered Wheat",412,0.05,20,"American Pale Wheat Ale",12,"Tallgrass Brewing Company","Manhattan"," KS"
"331",331,46,"Köld Lager (2010)",105,0.05,16,"German Pilsener",16,"Tallgrass Brewing Company","Manhattan"," KS"
"332",332,46,"Oasis (2010)",104,0.072,93,"American Double / Imperial IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"333",333,46,"Tallgrass Ale",103,0.044,22,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"334",334,46,"Buffalo Sweat (2010)",102,0.05,20,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"335",335,46,"Tallgrass IPA",101,0.063,60,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"336",336,47,"4Beans",2574,0.1,52,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"337",337,47,"Jammer",2479,0.042,16,"Gose",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"338",338,47,"Abigale",2443,0.08,NA,"Belgian Pale Ale",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"339",339,47,"Rad",2266,0.032,7,"Fruit / Vegetable Beer",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"340",340,47,"Bengali",2090,0.065,62,"American IPA",24,"Sixpoint Craft Ales","Brooklyn"," NY"
"341",341,47,"Sensi Harvest",1962,0.047,50,"American Pale Ale (APA)",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"342",342,47,"Hi-Res",1696,0.099,111,"American Double / Imperial IPA",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"343",343,47,"Global Warmer",1608,0.07,70,"American Strong Ale",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"344",344,47,"Autumnation (2013)",1591,0.067,74,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"345",345,47,"The Crisp",1388,0.054,42,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"346",346,47,"Sweet Action",1387,0.052,34,"Cream Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"347",347,47,"Righteous Ale",1386,0.063,57,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"348",348,47,"Bengali Tiger",1385,0.064,62,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"349",349,47,"3Beans",1020,0.099,85,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"350",350,47,"Brownstone",778,0.059,47,"American Brown Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"351",351,47,"Apollo",630,0.052,11,"American Pale Wheat Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"352",352,47,"Harbinger",629,0.049,35,"Saison / Farmhouse Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"353",353,47,"Resin",628,0.091,103,"American Double / Imperial IPA",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"354",354,47,"Diesel",525,0.063,69,"American Stout",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"355",355,47,"Autumnation (2011-12) (2011)",512,0.06,48,"Pumpkin Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"356",356,47,"The Crisp (2011)",425,0.054,42,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"357",357,47,"Sweet Action (2011)",424,0.052,34,"Cream Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"358",358,47,"Righteous Ale (2011)",423,0.063,57,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"359",359,47,"Bengali Tiger (2011)",422,0.064,62,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"360",360,48,"Raspberry Berliner Weisse",2573,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing","Hooksett"," NH"
"361",361,48,"Hop Session",2572,0.05,NA,"American IPA",12,"White Birch Brewing","Hooksett"," NH"
"362",362,48,"Blueberry Berliner Weisse",2571,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing","Hooksett"," NH"
"363",363,48,"Berliner Weisse",2570,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing","Hooksett"," NH"
"364",364,49,"Easy Jack",2569,0.045,47,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"365",365,49,"Union Jack",2463,0.075,75,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"366",366,49,"Pivo Pils",2462,0.053,NA,"German Pilsener",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"367",367,49,"805 Blonde Ale",1957,0.047,NA,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"368",368,49,"805",1733,0.047,20,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"369",369,50,"Take Two Pils",2568,0.055,35,"German Pilsener",12,"SweetWater Brewing Company","Atlanta"," GA"
"370",370,50,"Waterkeeper",2551,0.057,NA,"Hefeweizen",12,"SweetWater Brewing Company","Atlanta"," GA"
"371",371,50,"SweetWater IPA",1710,0.064,NA,"American IPA",12,"SweetWater Brewing Company","Atlanta"," GA"
"372",372,50,"420 Extra Pale Ale",1709,0.054,NA,"American Pale Ale (APA)",12,"SweetWater Brewing Company","Atlanta"," GA"
"373",373,51,"Flying Mouse 8",2567,0.04,NA,"American Porter",12,"Flying Mouse Brewery","Troutville"," VA"
"374",374,51,"Flying Mouse 4",2566,0.07,70,"American IPA",12,"Flying Mouse Brewery","Troutville"," VA"
"375",375,52,"Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,NA,"Quadrupel (Quad)",19.2,"Upslope Brewing Company","Boulder"," CO"
"376",376,52,"Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,NA,"Rye Beer",19.2,"Upslope Brewing Company","Boulder"," CO"
"377",377,52,"Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"378",378,52,"Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,"American Double / Imperial Stout",19.2,"Upslope Brewing Company","Boulder"," CO"
"379",379,52,"Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,NA,"American Brown Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"380",380,52,"Blood Orange Saison",2560,0.06,NA,"Saison / Farmhouse Ale",12,"Upslope Brewing Company","Boulder"," CO"
"381",381,52,"Thai Style White IPA",1932,0.065,33,"American White IPA",12,"Upslope Brewing Company","Boulder"," CO"
"382",382,52,"Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"383",383,52,"Upslope Imperial India Pale Ale",1315,0.099,90,"American Double / Imperial IPA",19.2,"Upslope Brewing Company","Boulder"," CO"
"384",384,52,"Upslope Christmas Ale",907,0.082,NA,"Winter Warmer",16,"Upslope Brewing Company","Boulder"," CO"
"385",385,52,"Upslope Pumpkin Ale",906,0.077,NA,"Pumpkin Ale",16,"Upslope Brewing Company","Boulder"," CO"
"386",386,52,"Upslope Belgian Style Pale Ale",683,0.075,30,"Belgian Pale Ale",12,"Upslope Brewing Company","Boulder"," CO"
"387",387,52,"Upslope Foreign Style Stout",614,0.069,NA,"Foreign / Export Stout",12,"Upslope Brewing Company","Boulder"," CO"
"388",388,52,"Top Rope Mexican-style Craft Lager",466,0.048,15,"Vienna Lager",12,"Upslope Brewing Company","Boulder"," CO"
"389",389,52,"Upslope Craft Lager",444,0.048,22,"Vienna Lager",12,"Upslope Brewing Company","Boulder"," CO"
"390",390,52,"Upslope Brown Ale",345,0.067,NA,"English Brown Ale",12,"Upslope Brewing Company","Boulder"," CO"
"391",391,52,"Upslope Pale Ale",80,0.058,NA,"American Pale Ale (APA)",12,"Upslope Brewing Company","Boulder"," CO"
"392",392,52,"Upslope India Pale Ale",79,0.072,NA,"American IPA",12,"Upslope Brewing Company","Boulder"," CO"
"393",393,53,"Blood of the Unicorn",2559,0.065,NA,"American Amber / Red Ale",16,"Pipeworks Brewing Company","Chicago"," IL"
"394",394,54,"Moar",2558,0.044,44,"English India Pale Ale (IPA)",12,"Bent Brewstillery","Roseville"," MN"
"395",395,54,"Uber Lupin Schwarz IPA",2557,0.083,NA,"American Double / Imperial IPA",16,"Bent Brewstillery","Roseville"," MN"
"396",396,54,"Nordic Blonde",2556,0.057,27,"American Blonde Ale",12,"Bent Brewstillery","Roseville"," MN"
"397",397,55,"Moped Traveler",2554,0.055,NA,"American Pale Ale (APA)",16,"Flesk Brewing Company","Lombard"," IL"
"398",398,56,"Mazzie",2553,0.054,45,"American Pale Ale (APA)",12,"Pollyanna Brewing Company","Lemont"," IL"
"399",399,57,"Painted Turtle",2552,0.045,NA,"American Pale Ale (APA)",12,"BuckleDown Brewing","Lyons"," IL"
"400",400,58,"Weissenheimer",2550,0.052,16,"Hefeweizen",12,"Destihl Brewery","Bloomington"," IL"
"401",401,58,"Abbey's Single (2015- )",2505,0.049,22,"Abbey Single Ale",12,"Destihl Brewery","Bloomington"," IL"
"402",402,58,"Vertex IPA",2025,0.063,76,"American IPA",12,"Destihl Brewery","Bloomington"," IL"
"403",403,58,"Here Gose Nothin'",2021,0.05,12,"Gose",12,"Destihl Brewery","Bloomington"," IL"
"404",404,58,"Strawberry Blonde",2015,0.05,NA,"Fruit / Vegetable Beer",12,"Destihl Brewery","Bloomington"," IL"
"405",405,58,"Hoperation Overload",1888,0.096,85,"American Double / Imperial IPA",12,"Destihl Brewery","Bloomington"," IL"
"406",406,58,"Abbey's Single Ale (Current)",1887,0.049,22,"Abbey Single Ale",12,"Destihl Brewery","Bloomington"," IL"
"407",407,59,"Make It So",2549,0.053,40,"Extra Special / Strong Bitter (ESB)",12,"Summit Brewing Company","St. Paul"," MN"
"408",408,59,"Hopvale Organic Ale",2473,0.047,55,"American Pale Ale (APA)",16,"Summit Brewing Company","St. Paul"," MN"
"409",409,59,"Unchained #18 Hop Silo",2415,0.083,100,"American Double / Imperial IPA",16,"Summit Brewing Company","St. Paul"," MN"
